Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Mama Odie - Mystical Maven	II	set3/cards/367x512/151_a9ca9bdc9888cd76af42016b050146e893f2c17f	Mentor	Ra	Sapphire	3	False	Storyborn, Mentor	1	3	1	THIS GOING TO BE GOOD Whenever you play a song,you may put the top card of your deck into your inkwellfacedown and exerted.
Pluto - Mickey's Clever Friend	II	set3/cards/367x512/152_a91197c7f9b8e449ff5c0dbf6299801bc192c0e7	Ally	Co	Sapphire	3	True	Dreamborn, Ally	3	4	1	
Rufus - Orphanage Cat	II	set3/cards/367x512/153_f7a002fe8e5f183ae9b1cd53ff62b15c318ec8d4	Ally	Co	Sapphire	5	True	Dreamborn, Ally	4	5	1	TOO OLD TO BE CHASING MICE When thischaracter is banished, you may put this card intoyour inkwell facedown and exerted.
Scrooge McDuck - Richest Duck in the World	II	set3/cards/367x512/154_d2bdbb8004ec7cf46b57681d9c8789b19d7511c8	Hero	Su	Sapphire	5	False	Storyborn, Hero	3	5	1	I'M GOING HOME! During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)I DIDN'T GET RICH BY BEING STUPID During your turn,whenever this character banishes another character in achallenge, you may play an item for free.
Scrooge McDuck - Uncle Moneybags	II	set3/cards/367x512/155_64dc7bd00cb5d8606d6d02cd9b0a76f78081618f	Hero	Un	Sapphire	2	True	Dreamborn, Hero	1	3	1	TREASURE FINDER Whenever this characterquests, you pay 1 ⬡ less for the next item youplay this turn.
The Queen - Mirror Seeker	II	set3/cards/367x512/156_87aba3806773e2e400a843df4f5d1759ac71c970	Sorcerer	Un	Sapphire	4	True	Storyborn, Villain, Queen, Sorcerer	2	5	1	CALCULATING AND VAIN Whenever this characterquests, you may look at the top 3 cards of yourdeck and put them back in any order.
Tinker Bell - Very Clever Fairy	II	set3/cards/367x512/157_49768ce983b94afcb4c803e637f9dd8bd4cd2291	Fairy	Su	Sapphire	5	True	Dreamborn, Ally, Fairy	3	4	2	I CAN USE THAT Whenever one of your items isbanished, you may put that card into your inkwellfacedown and exerted.
Wendy Darling - Authority on Peter Pan	II	set3/cards/367x512/158_0d82b465d909ce74c2d5659460036a499262fef4	Hero	Su	Sapphire	3	True	Storyborn, Hero	3	1	2	Ward (Opponents can't choose this characterexcept to challenge.)Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Distract	II	set3/cards/367x512/159_10b3ef70fa6989a4dcf1a96c603856d02e441ed7	Action	Co	Sapphire	2	True					Chosen character gets -2 ¤ this turn. Draw a card.
Friend Like Me	II	set3/cards/367x512/160_a7dc70b7b0fe84a8e2cdb2b71e69162b518927df	Song	Ra	Sapphire	5	True	Song				(A character with cost 5 or more can ⟳ to sing thissong for free.)Each player puts the top 3 cards of their deck intotheir inkwell facedown and exerted.
How Far I'll Go	II	set3/cards/367x512/161_c82290bcf4972f25ea3aeddda4dd35a0e722471f	Song	Un	Sapphire	4	False	Song				(A character with cost 4 or more can ⟳ to sing thissong for free.)Look at the top 2 cards of your deck. Put one into yourhand and the other into your inkwell facedown andexerted.
Repair	II	set3/cards/367x512/162_fff1967b2f6c093c347122d07dc65b066c9a2cf5	Action	Co	Sapphire	2	True					Remove up to 3 damage from one of your locations orcharacters.
Aurelian Gyrosensor	II	set3/cards/367x512/163_7200928b4c9ed440210db0f2385f107145cc459c	Item	Ra	Sapphire	2	True					SEEKING KNOWLEDGE Whenever one of your charactersquests, you may look at the top card of your deck. Put iton either the top or the bottom of your deck.
Heart of Te Fiti	II	set3/cards/367x512/164_1c5f28d8cb5723f181e1f7427b5e19efeab6883f	Item	Ra	Sapphire	3	True					CREATE LIFE ⟳, 2 ⬡ — Put the top card of your deckinto your inkwell facedown and exerted.
Lucky Dime	II	set3/cards/367x512/165_d78256ca28926b3719aa56ca590530da94acb004	Item	Le	Sapphire	7	False					NUMBER ONE ⟳, 2 ⬡ — Choose a character of yoursand gain lore equal to their ◊.
Scrooge's Top Hat	II	set3/cards/367x512/166_0b7ac6a1ab1b5ecc61258382cacef523d667fcbc	Item	Un	Sapphire	2	False					BUSINESS EXPERTISE ⟳ — You pay 1 ⬡ less for thenext item you play this turn.
Vault Door	II	set3/cards/367x512/167_af6f4fb2031d525a8a7eeacf5a01095d1e86599b	Item	Co	Sapphire	4	True					SEALED AWAY Your locations and characters atlocations gain Resist +1. (Damage dealt to them isreduced by 1.)
Belle's House - Maurice's Workshop	II	set3/cards/367x512/168_837194e41e9544e488acc3aabff48f7724804d2d	Location	Ra	Sapphire	1	True		2	6	0	LABORATORY If you have a character here, you pay 1 ⬡ less to play items.
McDuck Manor - Scrooge's Mansion	II	set3/cards/367x512/169_1a41ceb1d1d48f4b299288b9878b06dfcdb57624	Location	Co	Sapphire	4	True		1	9	2	
Motunui - Island Paradise	II	set3/cards/367x512/170_2fc6040402baecef5aea5755d7cac8dba0fd7541	Location	Un	Sapphire	2	True		1	5	1	REINCARNATION Whenever a character is banished while here, you mayput that card into your inkwell facedown and exerted.
Chief Tui - Proud of Motunui	II	set3/cards/367x512/171_003fdbd111c73a828fe7d8cec22e41e1c4c5b487	King	Co	Steel	4	True	Storyborn, Mentor, King	3	4	2	
Eeyore - Overstuffed Donkey	II	set3/cards/367x512/172_90e811a1c3eab559232dee5343be17f3eb224e52	Ally	Co	Steel	5	True	Storyborn, Ally	4	5	1	Resist +1 (Damage dealt to this character isreduced by 1.)
Gustav the Giant - Terror of the Kingdom	II	set3/cards/367x512/173_bf277040502de56f664c20061fafe2141811e48e	Villain	Ra	Steel	3	True	Dreamborn, Villain	6	6	1	ALL TIED UP This character enters play exertedand can't ready at the start of your turn.BREAK FREE During your turn, whenever one ofyour other characters banishes another characterin a challenge, you may ready this character.
Hades - Hotheaded Ruler	II	set3/cards/367x512/174_313208d3fca7aff21c25877c8401e5c5e4f0a01e	Deity	Ra	Steel	6	True	Storyborn, Villain, Deity	5	5	2	CALL THE TITANS ⟳ — Ready your Titan characters.
Helga Sinclair - Right-Hand Woman	II	set3/cards/367x512/175_39e372064e25762d2d3d90f54eaee5db3c9ec6bb	Villain	Co	Steel	3	True	Storyborn, Villain	2	4	1	Challenger +2 (While challenging, this charactergets +2 ¤.)
John Silver - Greedy Treasure Seeker	II	set3/cards/367x512/176_b4326f9b15de9387283151377e5caf00087858bf	Captain	Ra	Steel	3	True	Dreamborn, Villain, Alien, Pirate, Captain	3	3	1	CHART YOUR OWN COURSE For each location you havein play, this character gains Resist +1 and gets +1 ◊.(Damage dealt to them is reduced by 1.)
Kida - Royal Warrior	II	set3/cards/367x512/177_e74bac9fb66165c39bef82cd74d5b1aa89bc4088	Princess	Co	Steel	2	True	Storyborn, Hero, Princess	2	3	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Little John - Resourceful Outlaw	II	set3/cards/367x512/178_d8c251ff50315dacbdf9cf16a45e04740ac60daa	Hero	Su	Steel	6	True	Floodborn, Hero	4	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one ofyour characters named Little John.)OKAY, BIG SHOT While this character is exerted, yourcharacters with Bodyguard gain Resist +1 and get +1 ◊.(Damage dealt to them is reduced by 1.)
Little John - Robin's Pal	II	set3/cards/367x512/179_6a8f22d32e52e452b2804a489e73aa19c0aad493	Ally	Un	Steel	3	True	Storyborn, Ally	2	4	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)DISGUISED During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)
Lythos - Rock Titan	II	set3/cards/367x512/180_e30fd6f83ed490b8a1cb51fb27eeec7de6d7a869	Titan	Un	Steel	4	True	Storyborn, Titan	4	1	1	Resist +2 (Damage dealt to this character isreduced by 2.)STONE SKIN ⟳ — Chosen character gains Resist+2 this turn.
Mickey Mouse - Stalwart Explorer	II	set3/cards/367x512/181_fcadec9ee79cc78a4a0219556915be3905fe1dbf	Hero	Co	Steel	3	True	Dreamborn, Hero	3	3	1	LET'S TAKE A LOOK This character gets +1 ¤ foreach location you have in play.
Mickey Mouse - Trumpeter	II	set3/cards/367x512/182_c0d243cc41c0d60457a261299d48458efa1eaa4f	Hero	Le	Steel	4	False	Dreamborn, Hero	0	1	1	SOUND THE CALL ⟳, 2 ⬡ — Play a character for free.
Minnie Mouse - Funky Spelunker	II	set3/cards/367x512/183_9e9f5837068067a1eb1a34e54fa02d79b055d48f	Hero	Co	Steel	1	True	Dreamborn, Hero	0	3	1	JOURNEY While this character is at a location,she gets +2 ¤.
Mr. Smee - Bumbling Mate	II	set3/cards/367x512/184_3350d8c592f1d77f07e434d6d509895c11205928	Pirate	Un	Steel	2	True	Storyborn, Ally, Pirate	3	3	2	OH DEAR, DEAR, DEAR At the end of your turn,if this character is exerted and you don't have aCaptain character in play, deal 1 damage to thischaracter.
Mufasa - Champion of the Pride Lands	II	set3/cards/367x512/185_5fe402fb01e6e8697046a3b09df71b5bf974dd7d	King	Ra	Steel	7	True	Storyborn, Mentor, King	3	10	3	
Nala - Fierce Friend	II	set3/cards/367x512/186_552add2d30885322b6267bef0c01029f481b808a	Ally	Un	Steel	3	True	Storyborn, Ally	2	4	2	
Pyros - Lava Titan	II	set3/cards/367x512/187_99c4755f771cf073ca0c5221800867ced46062c9	Titan	Ra	Steel	5	True	Storyborn, Titan	5	4	1	ERUPTION During your turn, whenever thischaracter banishes another character in achallenge, you may ready chosen character.
Razoul - Palace Guard	II	set3/cards/367x512/188_e5965a5318f9d40f706f529c27209921fdab5138	Captain	Co	Steel	2	True	Storyborn, Ally, Captain	1	3	1	LOOKY HERE While this character has no damage,he gets +2 ¤.
Robin Hood - Beloved Outlaw	II	set3/cards/367x512/189_7dbb5c513ada3db2f807a5db775246131afe6c07	Hero	Co	Steel	1	True	Storyborn, Hero	2	2	1	
Robin Hood - Champion of Sherwood	II	set3/cards/367x512/190_3b1545c1c34c7123ea2121b8ed41c21aa6736459	Hero	Le	Steel	5	True	Floodborn, Hero	3	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Robin Hood.)SKILLED COMBATANT During your turn, whenever thischaracter banishes another character in a challenge, gain 2 lore.THE GOOD OF OTHERS When this character is banished in achallenge, you may draw a card.
Sheriff of Nottingham - Corrupt Official	II	set3/cards/367x512/191_52fb555c6d174e74006b5f11b8cbfdb05e97b56a	Villain	Su	Steel	4	False	Dreamborn, Villain	2	4	1	TAXES SHOULD HURT Whenever you discard acard, you may deal 1 damage to chosen opposingcharacter.
Simba - Fighting Prince	II	set3/cards/367x512/192_54c700716d115b8a77b3c2dfbbea6121b19d12df	Prince	Su	Steel	7	True	Dreamborn, Hero, Prince	5	7	2	STEP DOWN OR FIGHT When you play this character andwhenever he banishes another character in a challengeduring your turn, you may choose one:• Draw 2 cards, then choose and discard 2 cards.• Deal 2 damage to chosen character.
Simba - Rightful King	II	set3/cards/367x512/193_3f67c0380573a42fbe211be3854b4fb557f66af3	King	Un	Steel	5	True	Storyborn, Hero, King	4	6	1	TRIUMPHANT STANCE During your turn, wheneverthis character banishes another character ina challenge, chosen opposing character can'tchallenge during their next turn.
Thaddeus E. Klang - Metallic Leader	II	set3/cards/367x512/194_e0b49a0185803e3593e06c1b8429be676434533a	Villain	Un	Steel	5	True	Storyborn, Villain	3	5	2	MY TEETH ARE SHARPER Whenever this characterquests while at a location, you may deal 1 damageto chosen character.
And Then Along Came Zeus	II	set3/cards/367x512/195_5546bd9c5f20c02485eae3f17cf9720ec961a7ba	Song	Ra	Steel	4	False	Song				(A character with cost 4 or more can ⟳ to sing this song for free.)Deal 5 damage to chosen character or location.
Ba-Boom!	II	set3/cards/367x512/196_583502493a71c039156348dbac9a728efe25d526	Action	Co	Steel	2	True					Deal 2 damage to chosen character or location.
Olympus Would Be That Way	II	set3/cards/367x512/197_136fac6fb3458df7c72575c70f6f1c7786b5bc50	Action	Co	Steel	1	True					Your characters get +3 ¤ while challenging a locationthis turn.
Rise of the Titans	II	set3/cards/367x512/198_784efe0830d2ab4fde7e8a8c980693014c105446	Action	Un	Steel	3	True					Banish chosen location or item.
Captain Hook's Rapier	II	set3/cards/367x512/199_cbd493ae451360b4a03753dc080080b5e873f2cc	Item	Un	Steel	3	False					GET THOSE SCURVY BRATS! During your turn, wheneverone of your characters banishes another character in achallenge, you may pay 1 ⬡ to draw a card.LET'S HAVE AT IT! Your characters named Captain Hookgain Challenger +1. (They get +1 ¤ while challenging.)
Gizmosuit	II	set3/cards/367x512/200_af7d9a3c27df856241170e9da56060f220220294	Item	Co	Steel	3	True					CYBERNETIC ARMOR Banish this item — Chosencharacter gains Resist +2 until the start of your nextturn. (Damage dealt to them is reduced by 2.)
Map of Treasure Planet	II	set3/cards/367x512/201_08b9dee7dcab379150034b95fa21101e60fd0524	Item	Ra	Steel	3	True					KEY TO THE PORTAL ⟳ — You pay 1 ⬡ less for the next locationyou play this turn.SHOW THE WAY You pay 1 ⬡ less to move your characters to alocation.
Maui's Place of Exile - Hidden Island	II	set3/cards/367x512/202_5e91c43147576e07a17f94f6a6c0dbae1b7f5097	Location	Ra	Steel	2	True		1	5	0	ISOLATED Characters gain Resist +1 while here. (Damage dealt to themis reduced by 1.)
Nottingham - Prince John's Castle	II	set3/cards/367x512/203_f452beb05ce3478cdbf5c0040481283b6c611f83	Location	Co	Steel	2	True		1	6	1	
The Bayou - Mysterious Swamp	II	set3/cards/367x512/204_8151ba772610b4694415e812bcd0f87df762547a	Location	Un	Steel	1	True		1	3	1	SHOW ME THE WAY Whenever a character quests while here, you may draw a card, thenchoose and discard a card.
Chernabog - Evildoer	II	set3/cards/367x512/205_e615e6c7c45887d69848ed1f7e516076d24ee97c	Villain	En	Amber	10	False	Storyborn, Villain	9	9	3	THE POWER OF EVIL For each character cardin your discard, you pay 1 ⬡ less to play thischaracter.SUMMON THE SPIRITS When you play thischaracter, shuffle all character cards from yourdiscard into your deck.
Kida - Protector of Atlantis	II	set3/cards/367x512/206_164049ec02b9755b0133db395ddeb300e57ed054	Princess	En	Amber	5	True	Floodborn, Hero, Princess	3	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Kida.)PERHAPS WE CAN SAVE OUR FUTURE When you playthis character, all characters get -3 ¤ until thestart of your next turn.
Pride Lands - Pride Rock	II	set3/cards/367x512/207_0c554f3792e54ca56dd34b769ce74efca840e13e	Location	En	Amber	2	False		2	7	1	WE ARE ALL CONNECTED Characters get +2 ⛉ while here.LION HOME If you have a Prince or King character here, you pay 1 ⬡ lessto play characters.
Jafar - Striking Illusionist	II	set3/cards/367x512/208_2f6797c930237c387ad98a523fdcb1ca27a6451b	Sorcerer	En	Amethyst	7	True	Floodborn, Villain, Sorcerer	4	5	1	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Jafar.)Evasive (Only characters with Evasive can challenge thischaracter.)POWER BEYOND MEASURE During your turn, while thischaracter is exerted, whenever you draw a card, gain 1 lore.
Maleficent - Mistress of All Evil	II	set3/cards/367x512/209_c2c92927472420c6479d5de2796cf23e9d05659d	Sorcerer	En	Amethyst	5	True	Storyborn, Villain, Sorcerer	2	3	2	DARK KNOWLEDGE Whenever this character quests,you may draw a card.DIVINATION During your turn, whenever you draw acard, you may move 1 damage counter from chosencharacter to chosen opposing character.
The Sorcerer's Hat	II	set3/cards/367x512/210_18192f476167f3f1c56f67a2e48dee7c5b245f14	Item	En	Amethyst	2	True					INCREDIBLE ENERGY ⟳, 1 ⬡ — Name a card, then revealthe top card of your deck. If it's the named card, put thatcard into your hand. Otherwise, put it on the top of yourdeck.
Morph - Space Goo	II	set3/cards/367x512/211_50092375dd45ad1a10a79f5b3cdd05635bc4a62d	Alien	En	Emerald	2	True	Storyborn, Ally, Alien	2	1	1	MIMICRY You may play any character with Shift onthis character as if this character had any name.
Ursula - Deceiver of All	II	set3/cards/367x512/212_04adfa5b2889c973fe5d2dc4f5a7948e39d087fb	Sorcerer	En	Emerald	3	True	Dreamborn, Villain, Sorcerer	2	3	1	WHAT A DEAL Whenever this character sings a song,you may play that song again from your discard forfree, then put it on the bottom of your deck.
Kuzco's Palace - Home of the Emperor	II	set3/cards/367x512/213_dc9ece7118e0a98fa288943c926862ec1127f236	Location	En	Emerald	3	True		3	7	1	CITY WALLS Whenever a character is challenged and banished while here,banish the challenging character.
Captain Hook - Master Swordsman	II	set3/cards/367x512/214_bf6194e8ed1c483c8bd276f6e26df9647947f8ce	Captain	En	Ruby	5	True	Dreamborn, Villain, Pirate, Captain	5	4	1	NEMESIS During your turn, whenever this characterbanishes another character in a challenge, ready thischaracter. He can't quest for the rest of this turn.MAN-TO-MAN Characters named Peter Pan loseEvasive and can't gain Evasive.
Peter Pan - Pirate's Bane	II	set3/cards/367x512/215_e57c9f86293fcb801c088d7db0162302d3e9917e	Hero	En	Ruby	6	True	Floodborn, Hero	4	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Peter Pan.)Evasive (Only characters with Evasive can challenge thischaracter.)YOU'RE NEXT! Whenever he challenges a Pirate character,this character takes no damage from the challenge.
RLS Legacy - Solar Galleon	II	set3/cards/367x512/216_ae8d3f19167775d950bcf5a5d97748ec1578ce06	Location	En	Ruby	4	False		3	8	2	THIS IS OUR SHIP Characters gain Evasive while here. (Only characters with Evasive canchallenge them.)HEAVE TOGETHER NOW If you have a character here, you pay 2 ⬡ less to move acharacter of yours here.
Gramma Tala - Spirit of the Ocean	II	set3/cards/367x512/217_ac47a17ef1f7f19dd0f02187e3eb2befa2694f22	Mentor	En	Sapphire	7	True	Floodborn, Mentor	4	8	2	Shift 5 (You may pay 5 ⬡ to play this on top of oneof your characters named Gramma Tala.)DO YOU KNOW WHO YOU ARE? Whenever a card isput into your inkwell, gain 1 lore.
Scrooge McDuck - Richest Duck in the World	II	set3/cards/367x512/218_26af237c2b0b406b025ac47358740ad21a571f45	Hero	En	Sapphire	5	False	Storyborn, Hero	3	5	1	I'M GOING HOME! During your turn, this charactergains Evasive. (They can challenge characters withEvasive.)I DIDN'T GET RICH BY BEING STUPID During your turn,whenever this character banishes another characterin a challenge, you may play an item for free.
Belle's House - Maurice's Workshop	II	set3/cards/367x512/219_050ff803fa6b381e6c4cd9fdb0baca20d8224654	Location	En	Sapphire	1	True		2	6	0	LABORATORY If you have a character here, you pay 1 ⬡ less to play items.
Mickey Mouse - Trumpeter	II	set3/cards/367x512/220_a943c33c1197064cb0e82bc6226f5888aa46bbe0	Hero	En	Steel	4	False	Dreamborn, Hero	0	1	1	SOUND THE CALL ⟳, 2 ⬡ — Play a character for free.
Robin Hood - Champion of Sherwood	II	set3/cards/367x512/221_77e2cb0e5c09e7fe524acd263a0ff376ef08aa3f	Hero	En	Steel	5	True	Floodborn, Hero	3	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Robin Hood.)SKILLED COMBATANT During your turn, whenever thischaracter banishes another character in a challenge, gain 2 lore.THE GOOD OF OTHERS When this character is banished in achallenge, you may draw a card.
