Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text	Script
Hiram Flaversham - Toymaker	RF	expansions/2/cards/367x512/39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229	Character	Ra	Sapphire	4	True	['Storyborn', 'Inventor']	1	6	1	ARTIFICER When you play this character andwhenever he quests, you may banish one of youritems to draw 2 cards.,	"His creations are even more wondrous with the
Illuminary's resources at his fingertips."
James - Role Model	RF	expansions/2/cards/367x512/13682ac418603aa0966369d46bbf282f562acf47	Character	Co	Sapphire	4	False	['Storyborn', 'Mentor']	3	3	2	NEVER, EVER LOSE SIGHT When this character isbanished, you may put this card into your inkwellfacedown and exerted.,	
Jasmine - Heir of Agrabah	RF	expansions/2/cards/367x512/b16a457a3302d7c1f4563df2ffc96dccf3779af7	Character	Co	Sapphire	1	True	['Storyborn', 'Hero', 'Princess']	1	2	1	I'M A FAST LEARNER When you play thischaracter, remove up to 1 damage from chosencharacter of yours.,	"She may be young, but she's got the spirit of a
true leader."
Judy Hopps - Optimistic Officer	RF	expansions/2/cards/367x512/ac2646028f5b8b9bbf7a967f4ac71b8866135211	Character	Un	Sapphire	3	True	['Storyborn', 'Hero']	2	3	2	DON'T CALL ME CUTE When you play thischaracter, you may banish chosen item. Its playerdraws a card.,	"“I'll get to the bottom of what happened with that
locked lorebook. You can count on me!”"
Mrs. Judson - Housekeeper	RF	expansions/2/cards/367x512/a6f16ab483da9847d431a822e6c85e144dc54f30	Character	Ra	Sapphire	4	False	['Storyborn', 'Ally']	1	5	2	TIDY UP Whenever you play a Floodborncharacter, you may put the top card of your deckinto your inkwell facedown and exerted.,	"“I know just the thing. Let me fetch you a pot of
tea and some of my fresh cheese crumpets.”"
Nick Wilde - Wily Fox	RF	expansions/2/cards/367x512/06349be70bd2d5dd98d36b9b8dba0a057500fdac	Character	Un	Sapphire	4	True	['Storyborn', 'Ally']	2	4	2	IT'S CALLED A HUSTLE When you play thischaracter, you may return an item card namedPawpsicle from your discard to your hand.,	“It's criminal how good these things taste!”
Noi - Orphaned Thief	RF	expansions/2/cards/367x512/9d8974baddfc0e53300829f37e5fc88b0f5ce61b	Character	Ra	Sapphire	2	True	['Storyborn', 'Ally']	1	2	2	HIDE AND SEEK While you have an item in play,this character gains Resist +1 and Ward. (Damagedealt to this character is reduced by 1. Opponentscan't choose this character except to challenge.),	
Owl - Logical Lecturer	RF	expansions/2/cards/367x512/6052521b7625e31d4ee9cc706732484fcf850877	Character	Co	Sapphire	1	True	['Storyborn', 'Ally']	2	2	1		"“For instance, based on the quality of the light and
the subtle change in wind direction, I can safely
say that it is time for tea.”"
Prince Charming - Heir to the Throne	RF	expansions/2/cards/367x512/097ccd4f03d962011101c1221009e53461a0993f	Character	Ra	Sapphire	4	True	['Dreamborn', 'Hero', 'Prince']	3	3	3		"He'd searched across the Inklands for the young
woman who'd stolen his heart at the ball, only to
find more mysteries."
Rabbit - Reluctant Host	RF	expansions/2/cards/367x512/a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3	Character	Co	Sapphire	5	True	['Storyborn', 'Ally']	4	6	2		"Pooh: “Isn't there anybody here at all?”
Rabbit: “Nobody!”
Pooh: “Somebody's there...because somebody
must have said ‘Nobody.’”"
Sisu - Divine Water Dragon	RF	expansions/2/cards/367x512/6b6277afcb65d33525545904e95c2fa240632660	Character	Le	Sapphire	4	False	['Storyborn', 'Hero', 'Deity', 'Dragon']	2	4	2	I TRUST YOU Whenever this character quests,look at the top 2 cards of your deck. You may putone into your hand. Put the rest on the bottom ofyour deck in any order.,	No matter her shape, you can't mistake her heart.
The Nokk - Water Spirit	RF	expansions/2/cards/367x512/be057d4ca44c10a0fc1dfcffd99cce1490291dc7	Character	Co	Sapphire	4	True	['Storyborn']	4	3	1	Ward (Opponents can't choose this characterexcept to challenge.),	As elusive as water.
Winnie the Pooh - Having a Think	RF	expansions/2/cards/367x512/0159a99ed28b0581890608d24ada9decc4874197	Character	Ra	Sapphire	3	True	['Storyborn', 'Hero']	2	3	2	HUNNY POT Whenever this character quests,you may put a card from your hand into yourinkwell facedown.,	"When he thought, he thought in the most
thoughtful way he could think."
Falling Down the Rabbit Hole	RF	expansions/2/cards/367x512/ae1e7198bc3074ff1b2e9ff520c30bc1898d038e	Action	Ra	Sapphire	4	False					Each player chooses one of their characters and putsthem into their inkwell facedown and exerted.	"Down, down, down she went, floating in a swirl of ink.
How curious!"
Four Dozen Eggs	RF	expansions/2/cards/367x512/fd93751649ac3ea8f8772ba49c8c1fe068002835	Action	Un	Sapphire	4	True	['Song']				(A character with cost 4 or more can ⟳ to sing thissong for free.),	
Launch	RF	expansions/2/cards/367x512/a929eb33e338738d2a91e955ce7623764480253c	Action	Un	Sapphire	3	False					Banish chosen item of yours to deal 5 damage tochosen character.	Ready...aim...coconut?
Nothing to Hide	RF	expansions/2/cards/367x512/74cbd2c215c2c13c4b6110ada96de8891b355dda	Action	Co	Sapphire	1	True					Each opponent reveals their hand. Draw a card.	Helps you avoid unpleasant surprises.
Fang Crossbow	RF	expansions/2/cards/367x512/69e56976fc9bee70c1d2eaa85c0c8dea9f722a2f	Item	Un	Sapphire	3	True					CAREFUL AIM ⟳, 2 ⬡ — Chosen character gets -2 ¤this turn.,STAY BACK! ⟳, Banish this item — Banish chosenDragon character.,	
Gumbo Pot	RF	expansions/2/cards/367x512/708a77db476d737e54b8bf4663fc79b346d696d2	Item	Co	Sapphire	2	True					THE BEST I'VE EVER TASTED ⟳ — Remove 1 damageeach from up to 2 chosen characters.,	"“A gift this special just got to be shared.”
—James"
Maurice's Workshop	RF	expansions/2/cards/367x512/f76b2ea6b45eff3bc8e4399145cc17a0601f5c8d	Item	Ra	Sapphire	3	False					LOOKING FOR THIS? Whenever you play another item,you may pay 1 ⬡ to draw a card.,	"The solution you need could be just a few adjustments
away."
Pawpsicle	RF	expansions/2/cards/367x512/2659fc519890c924f82b4475ddd71b058178d02b	Item	Co	Sapphire	1	True					JUMBO POP When you play this item, you may draw a card.,THAT'S REDWOOD Banish this item — Remove up to 2 damagefrom chosen character.,	
Sardine Can	RF	expansions/2/cards/367x512/717b2f3d8816830549097908c134e1729c516542	Item	Un	Sapphire	4	True					FLIGHT CABIN Your exerted characters gain Ward.(Opponents can't choose them except to challenge.),	"“Flight 3759 boarding now! Let's go get that lore!”
—Orville"
Beast - Forbidding Recluse	RF	expansions/2/cards/367x512/94940e534aedd3f6d9bb77c6322f6641dbb7432a	Character	Co	Steel	4	True	['Dreamborn', 'Hero', 'Prince']	3	4	1	YOU'RE NOT WELCOME HERE When you play thischaracter, you may deal 1 damage to chosencharacter.,	Woe to the one who draws his gaze.
Beast - Selfless Protector	RF	expansions/2/cards/367x512/c1aa04bf421e5b38c3d18933e9994d3f289def65	Character	Su	Steel	6	True	['Storyborn', 'Hero', 'Prince']	2	8	1	SHIELD ANOTHER Whenever one of your othercharacters would be dealt damage, put that manydamage counters on this character instead.,	“You'll have to go through me first.”
Beast - Tragic Hero	RF	expansions/2/cards/367x512/572e20738130fddc7c389f2ab14f4e4b22a97c39	Character	Le	Steel	5	True	['Floodborn', 'Hero', 'Prince']	3	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Beast.),IT'S BETTER THIS WAY At the start of your turn, if thischaracter has no damage, draw a card. Otherwise, he gets+4 ¤ this turn.,	“It must be my destiny—to remain a beast forever.”
Benja - Guardian of the Dragon Gem	RF	expansions/2/cards/367x512/d094700e379f0fb3b543e25c77f8e4b3e068f057	Character	Co	Steel	3	True	['Storyborn', 'Mentor', 'King']	2	3	2	WE HAVE A CHOICE When you play this character,you may banish chosen item.,	“Don't mistake spirit for skill.”
Chief Bogo - Respected Officer	RF	expansions/2/cards/367x512/04f1241ed2b1b531c2c853ce1eeff952cd0f40f3	Character	Ra	Steel	4	False	['Dreamborn']	2	4	2	INSUBORDINATION! Whenever you play a Floodborncharacter, deal 1 damage to each opposingcharacter.,	"“We can confirm the ink flood was caused by an
explosion. We have it under control—now clear
the area.”"
Cinderella - Knight in Training	RF	expansions/2/cards/367x512/5c8f5ac0b7ad23c110793ad1fcf4d3c8d41344d5	Character	Co	Steel	2	True	['Dreamborn', 'Hero', 'Princess', 'Knight']	2	2	1	HAVE COURAGE When you play this character,you may draw a card, then choose and discard acard.,	"She's always had the heart of a champion—now
she'll have the skills, too."
Cinderella - Stouthearted	RF	expansions/2/cards/367x512/26e7458dc56ab2830fadba7bd2c1aa10e981518d	Character	Su	Steel	7	True	['Floodborn', 'Hero', 'Princess', 'Knight']	5	5	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Cinderella.),Resist +2 (Damage dealt to this character is reduced by 2.),THE SINGING SWORD Whenever you play a song, thischaracter may challenge ready characters this turn.,	
Donald Duck - Deep-Sea Diver	RF	expansions/2/cards/367x512/25293f2761d658cc70c19515861842d712751bdc	Character	Co	Steel	5	True	['Dreamborn', 'Hero']	6	5	1		"“You go ahead, Minnie! I'm going to see if there's
any lore over here.”"
Eli La Bouff - Big Daddy	RF	expansions/2/cards/367x512/9e44d2771c052d44058245eda6cb334689ca78cc	Character	Un	Steel	4	True	['Storyborn', 'Mentor']	2	5	2		"“I don't suppose y'all could whip up some more
magical beignets with them inkcasters?”"
Goofy - Knight for a Day	RF	expansions/2/cards/367x512/ec7f1f65067126f3b2bd1037de8a18d0db2ec84b	Character	Ra	Steel	9	True	['Dreamborn', 'Hero', 'Knight']	10	10	4		"It's a banner day for Sir Goofy, who is steeled to
prove his mettle against anyone courting trouble—
joust in case."
Hercules - Divine Hero	RF	expansions/2/cards/367x512/aee544ceddfe7ab69a02f82bdf8ce6ea3862ff02	Character	Ra	Steel	6	True	['Floodborn', 'Hero', 'Prince', 'Deity']	6	3	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Hercules.),Resist +2 (Damage dealt to this character is reduced by 2.),	"A good guy to have around when something wrecks your
inkworks."
Hercules - Hero in Training	RF	expansions/2/cards/367x512/58f0744907ea8bd8e0f51e568f1536289ceb40a5	Character	Co	Steel	2	True	['Storyborn', 'Hero', 'Prince']	2	3	1		No need to call IX-I-I!
Jafar - Dreadnought	RF	expansions/2/cards/367x512/dc685e2c3fd7a3a63944383a54aa249ea27f5fdd	Character	Un	Steel	4	True	['Floodborn', 'Villain', 'Sorcerer']	3	4	1	Shift 2 (You may pay 2 ⬡ to play this on top ofone of your characters named Jafar.),NOW WHERE WERE WE? During your turn,whenever this character banishes anothercharacter in a challenge, you may draw a card.,	
Jafar - Royal Vizier	RF	expansions/2/cards/367x512/bcf814ab41506290ab1b8158ebda6ee61b4bb579	Character	Co	Steel	2	True	['Storyborn', 'Villain', 'Sorcerer']	3	2	1	I DON'T TRUST HIM, SIRE During your turn, thischaracter gains Evasive. (They can challengecharacters with Evasive.),	“Soon you'll learn who holds the real power!”
Kronk - Junior Chipmunk	RF	expansions/2/cards/367x512/cfa2ed2aac6d61f44ca9cba73e1e8946b7cd7d22	Character	Ra	Steel	6	True	['Storyborn', 'Ally']	4	5	2	Resist +1 (Damage dealt to this character isreduced by 1.),SCOUT LEADER During your turn, wheneverthis character banishes another character in achallenge, you may deal 2 damage to chosencharacter.,	
Lawrence - Jealous Manservant	RF	expansions/2/cards/367x512/87d538ef1c1db71603e60f278446c86470162380	Character	Un	Steel	3	True	['Storyborn', 'Ally']	0	4	2	PAYBACK While this character has no damage,he gets +4 ¤.,	In this new world, the crown could finally be his.
Li Shang - Archery Instructor	RF	expansions/2/cards/367x512/f67462663a512121ffada791890b558ee8b38773	Character	Un	Steel	5	True	['Storyborn', 'Hero']	3	6	2	ARCHERY LESSON Whenever this characterquests, your characters gain Evasive this turn.(They can challenge characters with Evasive.),	"Learn what to do, then learn to do it without
thought."
Magic Broom - Industrial Model	RF	expansions/2/cards/367x512/acf1fffc01dc0193aa07d0b1de723c292a2c826d	Character	Co	Steel	3	True	['Dreamborn', 'Broom']	2	3	1	MAKE IT SHINE When you play this character,chosen character gains Resist +1 until the start ofyour next turn. (Damage dealt to them is reduced by 1.),	"Even with a hauling weight of “seriously, a lot,” it can
only do so much in a magical flood."
Namaari - Morning Mist	RF	expansions/2/cards/367x512/e54183e2a040e6c09e61eb22d542e3d57074b351	Character	Le	Steel	4	False	['Storyborn', 'Villain', 'Princess']	2	4	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.),BLADES This character can challenge readycharacters.,	
Pacha - Village Leader	RF	expansions/2/cards/367x512/3a2dc677d8e85ac856541744e288d504882feb36	Character	Un	Steel	6	True	['Storyborn', 'Hero']	4	8	2		"“Don't be fooled by the folksy peasant look.”
—Kuzco"
Prince Naveen - Penniless Royal	RF	expansions/2/cards/367x512/2fcc820fc1d95b1e8a3a219c7e3689bb8d65042c	Character	Co	Steel	3	True	['Storyborn', 'Prince']	4	3	1		All he's got is his charm.
Queen of Hearts - Capricious Monarch	RF	expansions/2/cards/367x512/19a448c01aa2e7d55979473b647e282459995b85	Character	Ra	Steel	7	True	['Storyborn', 'Villain', 'Queen']	5	6	1	OFF WITH THEIR HEADS! Whenever an opposingcharacter is banished, you may ready thischaracter.,	"The fourth Rule of Villainy: Do whatever it takes
to get ahead."
Robin Hood - Capable Fighter	RF	expansions/2/cards/367x512/14bb99f81147d2705f53a1d75337b2ec3e10d23a	Character	Un	Steel	2	False	['Dreamborn', 'Hero']	1	3	1	SKIRMISH ⟳ — Deal 1 damage to chosencharacter.,	"“Capable? You don't know the half of it.”
—Little John"
The Huntsman - Reluctant Enforcer	RF	expansions/2/cards/367x512/2a79f14120945873482b7823caabe2fcde848722	Character	Ra	Steel	2	True	['Storyborn', 'Ally']	1	1	2	CHANGE OF HEART Whenever this characterquests, you may draw a card, then choose anddiscard a card.,	“Run away, hide! In the woods, anywhere!”
The Prince - Never Gives Up	RF	expansions/2/cards/367x512/752ae7bdbb96bf25280b55990570beabf2048ce0	Character	Un	Steel	3	True	['Dreamborn', 'Hero', 'Prince']	1	3	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.),Resist +1 (Damage dealt to this character isreduced by 1.),	
Tiana - Celebrating Princess	RF	expansions/2/cards/367x512/4dea1daedbe9dc1d643b0f0eb8ab57c7d532f771	Character	Su	Steel	4	False	['Dreamborn', 'Hero', 'Princess']	1	4	2	Resist +2 (Damage dealt to this character isreduced by 2.),WHAT YOU GIVE IS WHAT YOU GET While thischaracter is exerted and you have no cards inyour hand, opponents can't play actions.,	
Tiana - Diligent Waitress	RF	expansions/2/cards/367x512/61188f24396807ba7ca38919a158766de935852e	Character	Co	Steel	1	True	['Storyborn', 'Hero', 'Princess']	1	3	1		"“My place is going be special, with great food
to fill people's bellies and hot jazz to feed their
souls!”"
Charge!	RF	expansions/2/cards/367x512/c837307a9a2ad4d08ca61a4f1bd848ba3d6890fc	Action	Co	Steel	2	True					Chosen character gains Challenger +2 and Resist +2this turn. (They get +2 ¤ while challenging. Damagedealt to them is reduced by 2.)	"Sometimes subtlety is required. This is not one of those
times."
Let the Storm Rage On	RF	expansions/2/cards/367x512/2952aeca0fe15cf310ede96c437acb94b2b208f1	Action	Co	Steel	3	False	['Song']				(A character with cost 3 or more can ⟳ to sing thissong for free.),	The cold never bothered me anyway
Pick a Fight	RF	expansions/2/cards/367x512/9f9af029585ba014e07cd3910ca976cf56160616	Action	Un	Steel	2	False					Chosen character can challenge ready characters thisturn.	“I'm gonna wreck it!”
Strength of a Raging Fire	RF	expansions/2/cards/367x512/7f03f3f2febc46f3fa832d98251b0c98f64bc19b	Action	Ra	Steel	3	True	['Song']				(A character with cost 3 or more can ⟳ to sing this song forfree.),	"Tranquil as a forest
But on fire within"
Last Cannon	RF	expansions/2/cards/367x512/1e7b95c5614637fdcde70eb7f2d109134c95c6bf	Item	Co	Steel	1	True					ARM YOURSELF 1 ⬡, Banish this item — Chosencharacter gains Challenger +3 this turn. (They get +3 ¤while challenging.),	One shot can change everything.
Mouse Armor	RF	expansions/2/cards/367x512/a165fbd61c277745f187eaac7182d9c05d0d1171	Item	Un	Steel	2	False					PROTECTION ⟳ — Chosen character gains Resist +1until the start of your next turn. (Damage dealt to themis reduced by 1.),	Built by the tiniest of hands for the bravest of hearts.
Weight Set	RF	expansions/2/cards/367x512/1cc641954099c249e0e4ef0402da3fd0364d95f0	Item	Ra	Steel	3	True					TRAINING Whenever you play a character with 4 ¤ ormore, you may pay 1 ⬡ to draw a card.,	Personally endorsed by Hercules himself!
Cinderella - Ballroom Sensation	RF	expansions/2/cards/367x512/5f1cd7c3fb68ae7c679f8c33966610670d32ff1e	Character	En	Amber	1	True	['Storyborn', 'Hero', 'Princess']	1	2	1	Singer 3 (This character counts as cost 3 to sing songs.),	
Snow White - Well Wisher	RF	expansions/2/cards/367x512/4afa8f9e90756f0f919a124a1dfbba19be004edc	Character	En	Amber	6	False	['Floodborn', 'Hero', 'Princess']	3	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of oneof your characters named Snow White.),WISHES COME TRUE Whenever this characterquests, you may return a character card from yourdiscard to your hand.,	
Arthur - Wizard's Apprentice	RF	expansions/2/cards/367x512/3be76cc016a8c850661956c5f71d14c621cf6a69	Character	En	Amethyst	3	False	['Dreamborn', 'Hero', 'Sorcerer']	1	3	1	STUDENT Whenever this character quests, youmay return another chosen character of yours toyour hand to gain 2 lore.,	
